loan_id,company_name,hq_country,asset_description,asset_value,asset_owner,loan_value,loan_currency
L000262,Halbrook Supply Co,United States,Ohio Office Campus,591842,Halbrook Supply Co,405991,USD
L000263,Nordholt Textiles,United Kingdom,Leeds Freight Hub,860167,Nordholt Textiles,1357750,GBP
L000264,Ivyridge Engineering,Luxembourg,Differdange Cold Storage Depot,303947,Ivyridge Engineering,187256,EUR
L000265,Silverlake Materials,Belgium,Liege Warehouse,164686,Silverlake Materials,160747,EUR
L000266,Caldermill Retail Group,Netherlands,Eindhoven Manufacturing Plant,359094,Caldermill Retail Group,311072,EUR
L000267,Kingswell Supply Co,Finland,Turku Manufacturing Plant,318548,Kingswell (Espoo) Ltd,224217,CAD
L000268,Copperfield Timber Ltd,Italy,Verona Office Campus,345966,Copperfield Timber Ltd,454394,EUR
L000269,Underhill Retail Group,Spain,Bilbao Regional Headquarters,214176,Underhill Retail Group,136655,EUR
L000270,Nordholt Pharma,Poland,Poznan Storage Facility,1823746,Nordholt Pharma,2045782,PLN
L000271,Pinehurst Logistics,Spain,Seville Assembly Line Facility,1545141,Pinehurst Logistics,2354527,EUR
L000272,Ravensworth Logistics,Germany,Leipzig Manufacturing Plant,1848831,Windrose Holdings Group,2397950,EUR
L000273,Kestrel Industries,Austria,Linz Regional Headquarters,155508,Kestrel Industries,537683,EUR
L000274,Norwich Engineering,Portugal,Braga Manufacturing Plant,563384,Norwich Engineering,541797,EUR
L000275,Nordholt Textiles,United Kingdom,Leeds Freight Hub,860167,Nordholt Textiles,1157403,GBP
L000276,Marlowe Retail Group,United States,Denver Assembly Line Facility,2172493,Marlowe (Austin) Ltd,1735016,USD
L000277,Oakhaven Materials,Switzerland,Lucerne Regional Headquarters,1144962,Oakhaven Materials,1468721,CHF
L000278,Vantage Pharma,Canada,Calgary Storage Facility,482991,Vantage (Calgary) Ltd,1466063,CAD
L000279,Rathmore Agritech,United States,Tacoma Manufacturing Plant,165023,Rathmore Agritech,156678,USD
L000280,Marlowe Textiles,Austria,Graz Processing Plant,1705516,Marlowe Textiles,1989328,EUR
L000281,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Storage Facility,466304,Amberfield Holdings,448688,EUR
L000282,Westfold Works,Spain,Zaragoza Office Campus,971390,Westfold Works,597769,EUR
L000283,Vantage Industries,Switzerland,Lucerne Freight Hub,738347,Vantage Industries,855327,CHF
L000284,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,3207470,EUR
L000285,Westfold Works,Spain,Zaragoza Office Campus,971390,Cascade Holdings GmbH,12604,EUR
L000286,Pemberton Pharma,Luxembourg,Esch-sur-Alzette Distribution Centre,560921,Pemberton Pharma,942229,SEK
L000287,Amberfield Holdings,Luxembourg,Differdange Regional Headquarters,252918,Amberfield Holdings,228332,EUR
L000288,Amberfield Timber Ltd,Sweden,Malmo Storage Facility,236185,Norwich Holdings SA,406820,SEK
L000289,Sundale Foods,Germany,Leipzig Distribution Centre,266309,Pinehurst Holdings GmbH,432113,EUR
L000290,Silverlake Materials,Belgium,Liege Freight Hub,206927,Silverlake Materials,352249,EUR
L000291,Oakhaven Construction,Canada,Winnipeg Regional Headquarters,1001156,Oakhaven (Vancouver) Ltd,997132,CAD
L000292,Norwich Pharma,Luxembourg,Esch-sur-Alzette Manufacturing Plant,843830,Norwich Pharma,1344548,EUR
L000293,Marlowe Textiles,Austria,Graz Processing Plant,1705516,Marlowe Textiles,2097113,EUR
L000294,Foxglove Timber Ltd,France,Toulouse Assembly Line Facility,1652200,Foxglove Timber Ltd,1171153,EUR
L000295,Solaris Foods,Netherlands,Rotterdam Office Campus,180552,Solaris Foods,698034,PLN
L000296,Bellweather Pharma,Portugal,Porto Manufacturing Plant,288274,Bellweather Pharma,177840,EUR
L000297,Zenbridge Manufacturing,Spain,Seville Regional Headquarters,2422553,Zenbridge Manufacturing,2312880,EUR
L000298,Briarwood Timber Ltd,Ireland,Waterford Cold Storage Depot,330998,Briarwood Timber Ltd,301813,EUR
L000299,Ironwood Manufacturing,Sweden,Gothenburg Freight Hub,248541,Ironwood Manufacturing,230628,SEK
L000300,Vireo Timber Ltd,Italy,Verona Manufacturing Plant,862777,Vireo Timber Ltd,1068469,EUR
L000301,Marlowe Retail Group,United States,Charlotte Processing Plant,2017158,Marlowe (Austin) Ltd,1751809,USD
L000302,Oakhaven Materials,Switzerland,Lausanne Distribution Centre,172057,Oakhaven Materials,300395,CHF
L000303,Tanglewood Auto Parts,Italy,Genoa Manufacturing Plant,611083,Tanglewood (Genoa) Ltd,484294,EUR
L000304,Granwell Works,Belgium,Liege Manufacturing Plant,250166,Granwell Works,183406,EUR
L000305,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Warehouse,1748500,Amberfield Holdings,3145744,PLN
L000306,Kestrel Materials,Italy,Verona Storage Facility,432872,Kestrel Materials,24729,EUR
L000307,Tanglewood Auto Parts,Italy,Genoa Manufacturing Plant,611083,Brightwell Holdings SA,1005435,EUR
L000308,Duskwood Logistics,Belgium,Antwerp Processing Plant,1389321,Ashcombe Holdings Inc,950412,EUR
L000309,Norwich Pharma,Luxembourg,Esch-sur-Alzette Manufacturing Plant,843830,Norwich Pharma,554820,EUR
L000310,Copperfield Timber Ltd,Italy,Bologna Cold Storage Depot,390249,Copperfield Timber Ltd,360177,EUR
L000311,Everholt Textiles,Netherlands,Eindhoven Assembly Line Facility,447763,Everholt Textiles,418386,EUR
L000312,Kestrel Industries,Austria,Graz Regional Headquarters,2326380,Kestrel Industries,4023854,EUR
L000313,Duskwood Logistics,Belgium,Ghent Distribution Centre,293485,Ashcombe Holdings Inc,521908,EUR
L000314,Yarrow Auto Parts,Germany,Stuttgart Freight Hub,675069,Yarrow Auto Parts,901077,EUR
L000315,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Storage Facility,466304,Amberfield Holdings,303467,EUR
L000316,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Storage Facility,466304,Amberfield Holdings,767723,EUR
L000317,Pinehurst Logistics,Spain,Bilbao Office Campus,227168,Pinehurst Logistics,400117,EUR
L000318,Underhill Retail Group,Spain,Seville Distribution Centre,238396,Underhill Retail Group,334384,EUR
L000319,Norwich Engineering,Portugal,Porto Manufacturing Plant,637706,Norwich Engineering,981335,EUR
L000320,Ravensworth Engineering,Sweden,Malmo Distribution Centre,366567,Ravensworth Engineering,475584,SEK
L000321,Grayling Textiles,Finland,Tampere Processing Plant,1440729,Grayling Textiles,2455104,EUR
L000322,Quillon Works,Austria,Linz Warehouse,1358696,Quillon Works,1472096,EUR
L000323,Ivyridge Industries,Portugal,Braga Warehouse,1472765,Ivyridge Industries,1697014,EUR
L000324,Windrose Agritech,Portugal,Coimbra Manufacturing Plant,667590,Windrose Agritech,968464,PLN
L000325,Rathmore Engineering,Austria,Salzburg Office Campus,200967,Rathmore (Salzburg) Ltd,181011,EUR
L000326,Oakhaven Materials,Switzerland,Lausanne Distribution Centre,172057,Oakhaven Materials,301176,CHF
L000327,Grayling Foods,Switzerland,Lausanne Assembly Line Facility,228104,Grayling Foods,374940,CHF
L000328,Greystone Auto Parts,France,Marseille Processing Plant,880673,Greystone Auto Parts,1250482,EUR
L000329,Grayling Foods,Switzerland,Lausanne Assembly Line Facility,228104,Nordholt Holdings Group,346746,CHF
L000330,Kingswell Supply Co,Finland,Espoo Regional Headquarters,255594,Kingswell (Espoo) Ltd,811509,CAD
L000331,Amberfield Timber Ltd,Sweden,Uppsala Warehouse,666463,Norwich Holdings SA,984503,SEK
L000332,Fenwick Works,Japan,Osaka Processing Plant,1150957,Fenwick Works,1094839,JPY
L000333,Ivyridge Industries,Portugal,Braga Warehouse,1472765,Zenbridge Holdings Inc,2290572,EUR
L000334,Juniper Textiles,United States,Ohio Processing Plant,1432693,Ashcombe Holdings Inc,2372279,USD
L000335,Juniper Supply Co,Japan,Fukuoka Processing Plant,923927,Juniper Supply Co,851615,JPY
L000336,Ivyridge Engineering,Luxembourg,Esch-sur-Alzette Processing Plant,824520,Ivyridge Engineering,584544,EUR
L000337,Zenbridge Manufacturing,Spain,Bilbao Regional Headquarters,280492,Zenbridge (Seville) Ltd,330745,EUR
L000338,Amberfield Timber Ltd,Sweden,Uppsala Warehouse,666463,Norwich Holdings SA,1816087,SEK
L000339,Oakhaven Materials,Switzerland,Lausanne Distribution Centre,172057,Oakhaven Materials,184605,CHF
L000340,Halbrook Supply Co,United States,Denver Processing Plant,974141,Halbrook (Ohio) Ltd,939449,USD
L000341,Vireo Timber Ltd,Italy,Turin Assembly Line Facility,1838257,Vireo Timber Ltd,2477383,EUR
L000342,Ivyridge Engineering,Luxembourg,Differdange Cold Storage Depot,303947,Ivyridge Engineering,399387,EUR
L000343,Corvain Construction,Belgium,Ghent Regional Headquarters,670961,Corvain Construction,935467,EUR
L000344,Kestrel Industries,Austria,Linz Regional Headquarters,155508,Kestrel Industries,258463,EUR
L000345,Halbrook Supply Co,United States,Tacoma Distribution Centre,235139,Halbrook Supply Co,206393,USD
L000346,Duskwood Auto Parts,France,Lyon Manufacturing Plant,1516481,Duskwood Auto Parts,2496583,EUR
L000347,Halbrook Supply Co,United States,Charlotte Assembly Line Facility,321808,Halbrook (Ohio) Ltd,347528,USD
L000348,Duskwood Logistics,Belgium,Ghent Distribution Centre,293485,Duskwood Logistics,435858,EUR
L000349,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,3097497,EUR
L000350,Thornbury Textiles,Ireland,Cork Storage Facility,243643,Thornbury Textiles,273748,EUR
L000351,Ironwood Industries,Germany,Stuttgart Freight Hub,2250663,Ironwood Industries,2166296,EUR
L000352,Granwell Works,Belgium,Ghent Assembly Line Facility,2306406,Granwell Works,3301114,EUR
L000353,Sundale Agritech,Italy,Bologna Assembly Line Facility,1576737,Sundale Agritech,2205459,EUR
L000354,Halbrook Supply Co,United States,Tacoma Distribution Centre,235139,Halbrook Supply Co,413320,USD
L000355,Brightwell Timber Ltd,France,Lyon Distribution Centre,342607,Brightwell Timber Ltd,227966,EUR
L000356,Zenbridge Manufacturing,Spain,Seville Regional Headquarters,2422553,Zenbridge Manufacturing,1973418,EUR
L000357,Foxglove Timber Ltd,France,Toulouse Assembly Line Facility,1652200,Foxglove Timber Ltd,2858500,EUR
L000358,Juniper Supply Co,Japan,Nagoya Warehouse,2263595,Juniper Supply Co,1813955,SEK
L000359,Granwell Textiles,United Kingdom,Aberdeen Freight Hub,315292,Granwell (Aberdeen) Ltd,274642,GBP
L000360,Ashcombe Foods,Netherlands,Tilburg Warehouse,320883,Ashcombe Foods,481743,EUR
L000361,Zenbridge Pharma,Portugal,Coimbra Warehouse,212098,Zenbridge Pharma,280673,EUR
L000362,Oakhaven Construction,Canada,Vancouver Assembly Line Facility,1434473,Oakhaven (Vancouver) Ltd,1833966,CAD
L000363,Yarrow Auto Parts,Germany,Leipzig Assembly Line Facility,854675,Yarrow Auto Parts,1185414,EUR
L000364,Yarrow Holdings,Sweden,Gothenburg Cold Storage Depot,311945,Yarrow Holdings,64176,SEK
L000365,Elmsworth Engineering,Ireland,Limerick Assembly Line Facility,1115118,Elmsworth Engineering,796430,EUR
L000366,Oakhaven Construction,Canada,Winnipeg Regional Headquarters,1001156,Oakhaven (Vancouver) Ltd,1712462,CAD
L000367,Briarwood Holdings,Poland,Wroclaw Processing Plant,876676,Briarwood Holdings,634541,PLN
L000368,Pinehurst Retail Group,Japan,Osaka Cold Storage Depot,1108780,Pinehurst (Nagoya) Ltd,1223609,JPY
L000369,Underhill Retail Group,Spain,Bilbao Regional Headquarters,214176,Underhill Retail Group,204621,EUR
L000370,Thornbury Textiles,Ireland,Cork Storage Facility,243643,Thornbury Textiles,195065,EUR
L000371,Corvain Engineering,France,Marseille Manufacturing Plant,373559,Corvain Engineering,3549,EUR
L000372,Corvain Construction,Belgium,Antwerp Cold Storage Depot,294209,Kestrel Holdings Group,333045,EUR
L000373,Grayling Textiles,Finland,Turku Manufacturing Plant,773154,Grayling Textiles,641935,EUR
L000374,Kingswell Manufacturing,Switzerland,Lausanne Cold Storage Depot,194117,Kingswell (Lausanne) Ltd,624091,CHF
L000375,Yarrow Auto Parts,Germany,Leipzig Assembly Line Facility,854675,Yarrow Auto Parts,1095599,EUR
L000376,Hawksmoor Supply Co,Ireland,Waterford Storage Facility,151470,Hawksmoor Supply Co,162309,EUR
L000377,Elmsworth Logistics,Poland,Wroclaw Office Campus,234199,Elmsworth Logistics,233096,PLN
L000378,Zenbridge Manufacturing,Spain,Bilbao Regional Headquarters,280492,Zenbridge Manufacturing,454950,EUR
L000379,Corvain Construction,Belgium,Antwerp Cold Storage Depot,294209,Corvain Construction,210252,EUR
L000380,Westfold Works,Spain,Seville Freight Hub,677827,Westfold Works,564860,EUR
L000381,Elmsworth Logistics,Poland,Krakow Assembly Line Facility,728336,Elmsworth Logistics,718513,PLN
L000382,Silverlake Materials,Belgium,Ghent Processing Plant,1939910,Silverlake Materials,2084244,EUR
L000383,Larkspur Construction,Netherlands,Utrecht Regional Headquarters,1931775,Larkspur Construction,2664872,EUR
L000384,Oakhaven Materials,Switzerland,Basel Processing Plant,483023,Oakhaven Materials,722553,JPY
L000385,Bellweather Retail Group,Luxembourg,Differdange Assembly Line Facility,679063,Bellweather Retail Group,920019,EUR
L000386,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Storage Facility,466304,Amberfield Holdings,539811,GBP
L000387,Hawksmoor Supply Co,Ireland,Galway Office Campus,284141,Hawksmoor Supply Co,467586,EUR
L000388,Silverlake Materials,Belgium,Antwerp Assembly Line Facility,646178,Silverlake Materials,751133,EUR
L000389,Brightwell Industries,Belgium,Ghent Office Campus,463355,Grayling Holdings Inc,488125,EUR
L000390,Pinehurst Logistics,Spain,Zaragoza Assembly Line Facility,651077,Pinehurst Logistics,1103283,EUR
L000391,Caldermill Retail Group,Netherlands,Eindhoven Manufacturing Plant,359094,Caldermill Retail Group,251844,EUR
L000392,Norwich Pharma,Luxembourg,Differdange Freight Hub,292884,Norwich Pharma,454224,EUR
L000393,Juniper Supply Co,Japan,Fukuoka Processing Plant,923927,Juniper Supply Co,1364649,JPY
L000394,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Storage Facility,466304,Amberfield Holdings,506551,CHF
L000395,Amberfield Timber Ltd,Sweden,Uppsala Warehouse,666463,Amberfield Timber Ltd,816583,SEK
L000396,Bellweather Pharma,Portugal,Braga Regional Headquarters,156515,Norwich Holdings SA,112027,EUR
L000397,Tanglewood Auto Parts,Italy,Bologna Regional Headquarters,455679,Tanglewood Auto Parts,1286826,PLN
L000398,Greystone Timber Ltd,Canada,Vancouver Warehouse,735698,Greystone Timber Ltd,952840,CAD
L000399,Juniper Supply Co,Japan,Osaka Storage Facility,1991460,Juniper Supply Co,1234285,JPY
L000400,Sundale Foods,Germany,Leipzig Distribution Centre,266309,Pinehurst Holdings GmbH,4676,CHF
L000401,Heathcote Logistics,Finland,Tampere Warehouse,313370,Heathcote Logistics,487848,EUR
L000402,Caldermill Manufacturing,Finland,Espoo Cold Storage Depot,1233736,Caldermill (Turku) Ltd,932285,EUR
L000403,Thornbury Textiles,Ireland,Cork Storage Facility,243643,Thornbury Textiles,389466,EUR
L000404,Millbrook Construction,France,Nantes Manufacturing Plant,503097,Millbrook Construction,397438,EUR
L000405,Pinehurst Logistics,Spain,Bilbao Office Campus,227168,Pinehurst Logistics,372201,EUR
L000406,Duskwood Logistics,Belgium,Antwerp Processing Plant,1389321,Duskwood Logistics,1315104,EUR
L000407,Silverlake Materials,Belgium,Liege Freight Hub,206927,Silverlake Materials,301385,GBP
L000408,Quillon Logistics,Italy,Bologna Distribution Centre,1004285,Quillon Logistics,4743057,CAD
L000409,Ashcombe Materials,Ireland,Cork Freight Hub,710739,Ashcombe (Limerick) Ltd,569642,EUR
L000410,Heathcote Logistics,Finland,Turku Cold Storage Depot,2241575,Heathcote Logistics,3300904,EUR
L000411,Westfold Works,Spain,Zaragoza Office Campus,971390,Westfold Works,1191594,EUR
L000412,Brightwell Timber Ltd,France,Marseille Regional Headquarters,2147061,Tanglewood Holdings Inc,3517303,EUR
L000413,Grayling Foods,Switzerland,Lucerne Regional Headquarters,583590,Nordholt Holdings Group,785982,EUR
L000414,Kestrel Industries,Austria,Salzburg Warehouse,230445,Kestrel Industries,236391,EUR
L000415,Ivyridge Engineering,Luxembourg,Esch-sur-Alzette Processing Plant,824520,Ivyridge Engineering,1069957,EUR
L000416,Everholt Supply Co,Finland,Espoo Storage Facility,159624,Everholt Supply Co,14382,EUR
L000417,Tanglewood Logistics,Austria,Graz Regional Headquarters,489536,Tanglewood Logistics,570178,EUR
L000418,Granwell Textiles,United Kingdom,Aberdeen Freight Hub,315292,Granwell (Aberdeen) Ltd,505085,GBP
L000419,Tanglewood Logistics,Austria,Linz Distribution Centre,2392813,Tanglewood Logistics,3093678,EUR
L000420,Nordholt Textiles,United Kingdom,Leeds Freight Hub,860167,Nordholt Textiles,960676,GBP
L000421,Redshaw Retail Group,United Kingdom,Leeds Regional Headquarters,220280,Redshaw (Cardiff) Ltd,244713,GBP
L000422,Copperfield Timber Ltd,Italy,Turin Cold Storage Depot,1074201,Copperfield Timber Ltd,1808779,EUR
L000423,Everholt Textiles,Netherlands,Rotterdam Distribution Centre,2333715,Everholt Textiles,1849393,EUR
L000424,Greystone Timber Ltd,Canada,Vancouver Warehouse,735698,Greystone Timber Ltd,940951,CAD
L000425,Nordholt Textiles,United Kingdom,Aberdeen Distribution Centre,163698,Nordholt Textiles,129366,GBP
L000426,Pemberton Pharma,Luxembourg,Esch-sur-Alzette Distribution Centre,560921,Pemberton (Esch-sur-Alzette) Ltd,364048,EUR
L000427,Cascade Agritech,United Kingdom,Aberdeen Assembly Line Facility,152970,Cascade Agritech,126931,GBP
L000428,Yarrow Holdings,Sweden,Gothenburg Cold Storage Depot,311945,Yarrow Holdings,192889,SEK
L000429,Ravensworth Logistics,Germany,Essen Distribution Centre,2253646,Ravensworth (Stuttgart) Ltd,3720982,EUR
L000430,Hawksmoor Materials,Netherlands,Eindhoven Processing Plant,694282,Hawksmoor Materials,458024,EUR
L000431,Norwich Engineering,Portugal,Coimbra Assembly Line Facility,1732981,Norwich Engineering,2536559,EUR
L000432,Bellweather Retail Group,Luxembourg,Differdange Assembly Line Facility,679063,Bellweather Retail Group,6888,EUR
L000433,Rathmore Agritech,United States,Tacoma Manufacturing Plant,165023,Rathmore Agritech,102132,USD
L000434,Amberfield Timber Ltd,Sweden,Uppsala Warehouse,666463,Norwich Holdings SA,563935,SEK
L000435,Corvain Construction,Belgium,Liege Warehouse,330017,Corvain Construction,487733,EUR
L000436,Ironwood Manufacturing,Sweden,Gothenburg Freight Hub,248541,Ironwood Manufacturing,443690,SEK
L000437,Silverlake Materials,Belgium,Antwerp Assembly Line Facility,646178,Silverlake Materials,550715,EUR
L000438,Juniper Supply Co,Japan,Nagoya Warehouse,2263595,Juniper Supply Co,3132183,JPY
